Country,Year,Population,GDP (US$),gdp_cap,Renewable Capacity,Oil Capacity,RC/cap (Watt),Continent
Oman,2016,4479217,75128738622,16772.73921,0,222,0,Asia
Pakistan,2016,203631356,2.78655E+11,1368.426961,1179.655,389.2770211,5.793091119,Asia
Papua New Guinea,2016,8271766,20759069103,2509.629637,56,0,6.77001743,Oceania
Peru,2016,30926036,1.91896E+11,6204.996457,0,253,0,SAM
Philippines,2016,103663812,3.18627E+11,3073.654686,3127,270.75,30.16481779,Asia
Poland,2016,37970087,4.7263E+11,12447.43959,5934.247,581.3794521,156.2874217,Europe
Portugal,2016,10325452,2.06286E+11,19978.40121,5662.103,330,548.3636939,Europe
Qatar,2016,2654379,1.51732E+11,57162.96801,0,429,0,Asia
Romania,2016,19702267,1.88129E+11,9548.587403,4397,255.9274521,223.1722877,Europe
Russia,2016,144342397,1.27679E+12,8845.543692,165.22,6543,1.144639437,Asia
Saudi Arabia,2016,32443443,6.44936E+11,19878.76384,0,2901,0,Asia
Singapore,2016,5607283,3.18764E+11,56848.17539,0,1514,0,Asia
Slovakia,2016,5430798,89614053144,16501.08385,533,122,98.14395601,Europe
South Africa,2016,56207649,3.23586E+11,5756.965741,3447.026,520,61.32663545,Africa
Spain,2016,46484062,1.23208E+12,26505.34322,27703,1562.394521,595.9677104,Europe
Sweden,2016,9923085,5.15655E+11,51965.15715,6588,454,663.9064364,Europe
Switzerland,2016,8373338,6.95601E+11,83073.28008,1664,68,198.7260039,Europe
Thailand,2016,68971313,4.13366E+11,5993.305516,2953.04,1234.5,42.81548185,Asia
Trinidad and Tobago,2016,1377563,22386264807,16250.62869,0,165,0,NAM
Tunisia,2016,11303942,44360775649,3924.363346,244,0,21.5853903,Africa
Turkey,2016,79827868,8.69693E+11,10894.60338,7405,596,92.76209155,Europe
Turkmenistan,2016,5662371,36169428571,6387.682575,0,271.109589,0,Asia
Ukraine,2016,45004673,93355993629,2074.362225,1480.7,250,32.90102786,Europe
United Arab Emirates,2016,9360975,3.57045E+11,38141.86713,40,1149,4.273059163,Asia
United Kingdom,2016,65611593,2.72285E+12,41499.5557,28039.696,1227.021918,427.3588663,Europe
United States,2016,323071755,1.87451E+13,58021.4005,116761,18617,361.4088765,NAM
Uruguay,2016,3424139,57236652490,16715.63347,1211,0,353.6655492,SAM
Uzbekistan,2016,31847900,86138288615,2704.677188,0,232,0,Asia
Venezuela,2016,29851249,0,0,0,1303,0,SAM
Vietnam,2016,93640435,2.05276E+11,2192.174482,5.29,163,0.056492689,Asia
Algeria,2017,41389174,1.70097E+11,4109.698217,400,657,9.664362956,Africa
Argentina,2017,44044811,6.43629E+11,14613.04182,266.202,657,6.043890164,SAM
Australia,2017,24601860,1.32688E+12,53934.25018,12386.817,453.95,503.4910775,Oceania
Austria,2017,8797566,4.1623E+11,47312.00623,4155.669,192.7890411,472.3657657,Europe
Azerbaijan,2017,9854033,40865558912,4147.089716,0,205,0,Asia
Bahrain,2017,1494077,35473776596,23742.93734,0,260,0,Asia
Bangladesh,2017,159685421,2.49711E+11,1563.767819,0,43,0,Asia
Belarus,2017,9458989,54726595249,5785.670673,0,490,0,Europe
Belgium,2017,11375158,5.01523E+11,44089.31009,6409,776,563.4207455,Europe
Brazil,2017,207833825,2.06351E+12,9928.675897,13600,2285.075664,65.43689411,SAM
Bulgaria,2017,7075947,59199447421,8366.293221,1733.96,195,245.0498852,Europe
Canada,2017,36545295,1.64927E+12,45129.35644,15316,1969.559887,419.096357,NAM
Chile,2017,18470435,2.77035E+11,14998.81706,3138,258,169.8931292,SAM
China,2017,1396215000,1.23104E+13,8816.986905,295201.517,15230.98692,211.4298421,Asia
Colombia,2017,48909844,3.11884E+11,6376.706716,0,421,0,SAM
Costa Rica,2017,4949955,60516043590,12225.57449,584.86,0,118.1546095,NAM
Croatia,2017,4124531,56214427431,13629.28959,0,0,0,Europe
Curacao,2017,160175,3116610112,19457.53152,0,320,0,SAM
Czech Republic,2017,10594438,2.18629E+11,20636.19995,2069.5,174.7150685,195.3383464,Europe
Denmark,2017,5764980,3.32121E+11,57610.09818,6395.35,180.5479452,1109.344699,Europe
Ecuador,2017,16785356,1.04296E+11,6213.503127,0,175,0,SAM
Egypt,2017,96442590,2.35734E+11,2444.290387,910,810,9.435665301,Africa
El Salvador,2017,6388124,24979190000,3910.254403,204.4,0,31.9968742,NAM
Ethiopia,2017,106399926,81770791971,768.5230154,7.3,0,0.06860907,Africa
Finland,2017,5508214,2.55017E+11,46297.49635,2044,261.0684932,371.0821693,Europe
France,2017,66918020,2.58874E+12,38685.25849,22125.694,1245.09589,330.6388025,Europe
Germany,2017,82657002,3.68173E+12,44542.2952,97903,2068.867397,1184.448959,Europe
Greece,2017,10754679,1.99351E+11,18536.19072,5229.53,528,486.2562611,Europe
Guatemala,2017,16087418,71654134379,4454.04815,49.2,0,3.058290647,NAM
Honduras,2017,9429016,22975415842,2436.671636,488.786,0,51.83849513,NAM
Hungary,2017,9787966,1.43136E+11,14623.69665,344,165,35.14519768,Europe
Iceland,2017,343400,24728285177,72010.14903,710,0,2067.559697,Europe
India,2017,1338676779,2.65147E+12,1980.66702,50771.716,4699.239355,37.92679218,Asia
Indonesia,2017,264650969,1.01562E+12,3837.578024,1808,1110.645,6.831639449,Asia
Iran,2017,80673888,4.45345E+11,5520.314782,259,2220,3.210456399,Asia
Iraq,2017,37552789,1.87218E+11,4985.452879,0,779,0,Asia
Ireland,2017,4807388,3.34602E+11,69601.68388,3317.951,75,690.1774935,Europe
Israel,2017,8713300,3.55277E+11,40774.12961,969,301,111.2093007,Asia
Italy,2017,60536709,1.95695E+12,32326.67421,30185.768,1900,498.6357617,Europe
Japan,2017,126785797,4.93084E+12,38891.08627,48190,3342.86,380.0898929,Asia
Jordan,2017,9785840,41408960845,4231.51828,604.4,0,61.7627102,Asia
Kazakhstan,2017,18037776,1.66806E+11,9247.581331,0,360,0,Asia
Kenya,2017,50221146,82035800868,1633.491216,648,0,12.90293137,Africa
South Korea,2017,25429816,0,0,7050.2,0,277.2414869,Asia
Kuwait,2017,4056102,1.20707E+11,29759.46747,0,736,0,Asia
Lithuania,2017,2828403,47640770634,16843.69965,0,240.9863014,0,Europe
Malaysia,2017,31104655,3.19112E+11,10259.30481,370.068,625,11.8975118,Asia
Mexico,2017,124777326,1.15891E+12,9287.849587,5798.42,1545.65,46.47014154,NAM
Morocco,2017,35581257,1.09683E+11,3082.59846,1046.895,200.8219178,29.42265362,Africa
Netherlands,2017,17131296,8.3181E+11,48554.99228,7113,1298.75,415.2050143,Europe
New Zealand,2017,4813600,2.06951E+11,42992.89527,1630,135.605,338.623899,Oceania
Nicaragua,2017,6384843,13785876629,2159.156714,154.5,0,24.19793251,NAM
Nigeria,2017,190873247,3.75746E+11,1968.565398,0,449,0,Africa
Norway,2017,5276968,3.98394E+11,75496.75406,1207,342,228.7298312,Europe
Oman,2017,4665926,80856697009,17329.18546,0,304,0,Asia
Pakistan,2017,207906210,3.04567E+11,1464.926195,1444.155,401.1913236,6.946185013,Asia
Papua New Guinea,2017,8438038,22742613554,2695.249009,56,0,6.636613867,Oceania
Peru,2017,31444299,2.11007E+11,6710.507602,0,253,0,SAM
Philippines,2017,105172921,3.28481E+11,3123.245642,3251,270.94,30.91099847,Asia
Poland,2017,37974826,5.26509E+11,13864.68176,6046.448,568.1653699,159.2225334,Europe
Portugal,2017,10300300,2.20811E+11,21437.3475,5732.205,330,556.5085483,Europe
Qatar,2017,2724727,1.61099E+11,59124.86727,0,429,0,Asia
Romania,2017,19588715,2.11695E+11,10807.00917,4403.798,246.5691507,224.813011,Europe
Russia,2017,144496739,1.5742E+12,10894.35926,309.9,6545,2.144685078,Asia
Saudi Arabia,2017,33101183,6.88586E+11,20802.46631,0,2826,0,Asia
Singapore,2017,5612253,3.43338E+11,61176.45636,0,1514,0,Asia
Slovakia,2017,5439232,95157888667,17494.72879,528,122,97.07252789,Europe
South Africa,2017,57009751,3.81449E+11,6690.939847,5240.73,520,91.92690563,Africa
Spain,2017,46593236,1.3093E+12,28100.58624,27847.479,1562.394521,597.6721385,Europe
Sweden,2017,10057698,5.41019E+11,53791.50873,6855,454,681.5674919,Europe
Switzerland,2017,8451840,7.04479E+11,83352.08865,1906,68,225.5130244,Europe
Thailand,2017,69209817,4.56357E+11,6593.818352,3324.82,1234.5,48.03971668,Asia
Trinidad and Tobago,2017,1384060,22385426654,16173.74005,0,165,0,NAM
Tunisia,2017,11433438,42163974956,3687.777461,244,0,21.34091251,Africa
Turkey,2017,81116451,8.58996E+11,10589.66772,11000.85,596,135.6179895,Europe
Turkmenistan,2017,5757667,37926285714,6587.092604,0,271.109589,0,Asia
Ukraine,2017,44831135,1.12091E+11,2500.283126,1753,250,39.10228907,Europe
United Arab Emirates,2017,9487206,3.85606E+11,40644.79119,255,1229,26.87830326,Asia
United Kingdom,2017,66058859,2.69902E+12,40857.75558,32344.758,1227.021918,489.6354325,Europe
United States,2017,325122128,1.9543E+13,60109.65573,131437,18598,404.2696226,NAM
Uruguay,2017,3436645,64233966861,18690.89384,1511,0,439.672995,SAM
Uzbekistan,2017,32388600,62081323299,1916.764642,0,232,0,Asia
Venezuela,2017,29402480,0,0,0,1303,0,SAM
Vietnam,2017,94600643,2.2378E+11,2365.521615,7.992,167,0.084481455,Asia
Algeria,2018,42228415,1.74911E+11,4142.018558,423,657,10.01695186,Africa
Argentina,2018,44494502,5.2482E+11,11795.15939,941.092,580,21.15074802,SAM
Australia,2018,24982688,1.42853E+12,57180.7794,14554.764,453.95,582.5939947,Oceania
Austria,2018,8840521,4.54946E+11,51461.43322,4587.713,192.7890411,518.9414742,Europe
Azerbaijan,2018,9939771,47112941176,4739.84171,0,120,0,Asia
Bahrain,2018,1569440,37801462766,24085.95599,0,260,0,Asia
Bangladesh,2018,161376713,2.74039E+11,1698.132081,0,43,0,Asia
Belarus,2018,9438785,60031262269,6360.062473,0,520,0,Europe
Belgium,2018,11427054,5.43008E+11,47519.5531,7268,776,636.0344495,Europe
Brazil,2018,209469320,1.91693E+12,9151.381732,17313,2285.075664,82.65172198,SAM
Bulgaria,2018,7025037,66363422450,9446.700772,1731.599,195,246.4896626,Europe
Canada,2018,37065178,1.72533E+12,46548.52036,15916,1939.198971,429.4057349,NAM
Chile,2018,18729166,2.97572E+11,15888.14436,3709,258,198.0333775,SAM
China,2018,1402760000,1.38948E+13,9905.342004,359706.491,15655.47425,256.427679,Asia
Colombia,2018,49661056,3.34198E+11,6729.583332,0,421,0,SAM
Costa Rica,2018,4999443,62420165100,12485.4239,614.63,0,122.9396955,NAM
Croatia,2018,4087843,62247874949,15227.5601,10,0,2.446277903,Europe
Curacao,2018,159336,3127908045,19630.89349,0,320,0,SAM
Czech Republic,2018,10629928,2.4895E+11,23419.73561,2075.072,174.7150685,195.2103533,Europe
Denmark,2018,5793636,3.56841E+11,61591.92887,7113,180.5479452,1227.726423,Europe
Ecuador,2018,17084359,1.07562E+11,6295.934662,0,175,0,SAM
Egypt,2018,98423602,2.49713E+11,2537.125185,1869.2,795,18.99137973,Africa
El Salvador,2018,6420740,26020850000,4052.624775,204.4,0,31.83433685,NAM
Ethiopia,2018,109224410,84269348327,771.5248663,7.3,0,0.066834877,Africa
Finland,2018,5515525,2.7558E+11,49964.49991,2041,261.0684932,370.0463691,Europe
France,2018,67101930,2.78959E+12,41572.48501,24607.046,1245.09589,366.7114493,Europe
Germany,2018,82905782,3.97535E+12,47950.18081,103912,2084.531507,1253.374584,Europe
Greece,2018,10732882,2.11946E+11,19747.34258,5529.065,528,515.1519415,Europe
Guatemala,2018,16346950,73208583759,4478.424646,49.2,0,3.009735761,NAM
Honduras,2018,9587523,23900438564,2492.868968,549,0,57.26192261,NAM
Hungary,2018,9775564,1.60587E+11,16427.37276,728,165,74.47140646,Europe
Iceland,2018,352721,26267063758,74469.80406,756,0,2143.337085,Europe
India,2018,1352642283,2.70111E+12,1996.915087,62412.698,4971.631613,46.14131821,Asia
Indonesia,2018,267670549,1.04227E+12,3893.859578,1948,1093.545,7.277603036,Asia
Iran,2018,81800204,2.94357E+11,3598.483454,282,2330,3.447424165,Asia
Iraq,2018,38433604,2.27367E+11,5915.850854,0,849,0,Asia
Ireland,2018,4867316,3.84854E+11,79068.97461,3676.134,75,755.2692285,Europe
Israel,2018,8882800,3.73641E+11,42063.45313,1070,301,120.4575134,Asia
Italy,2018,60421760,2.09091E+12,34605.26273,31105.436,1900,514.805196,Europe
Japan,2018,126529100,5.03689E+12,39808.16856,59649,3342.86,471.4251504,Asia
Jordan,2018,9965322,42932112676,4308.151074,1089,0,109.2789576,Asia
Kazakhstan,2018,18276452,1.7934E+11,9812.626371,0,390,0,Asia
Kenya,2018,51392570,92202956321,1794.091175,664,0,12.92015558,Africa
South Korea,2018,25549606,0,0,8550.189,0,334.6505226,Asia
Kuwait,2018,4137314,1.38182E+11,33399.06044,0,736,0,Asia
Lithuania,2018,2801543,53724663843,19176.81215,0,240.9863014,0,Europe
Malaysia,2018,31528033,3.58792E+11,11380.08209,536.015,625,17.0012192,Asia
Mexico,2018,126190782,1.22241E+12,9686.984927,8366.975,1558,66.30416951,NAM
Morocco,2018,36029089,1.18096E+11,3277.802206,1428.895,200.8219178,39.65948181,Africa
Netherlands,2018,17231624,9.13597E+11,53018.62936,9001,1298.75,522.3535518,Europe
New Zealand,2018,4900600,2.12226E+11,43306.07,1641,135.605,334.8569563,Oceania
Nicaragua,2018,6465502,13025239912,2014.575189,154.5,0,23.89605633,NAM
Nigeria,2018,195874685,3.9719E+11,2027.778549,0,454,0,Africa
Norway,2018,5311916,4.37E+11,82267.80932,1710.3,342,321.974218,Europe
Oman,2018,4829476,91505851756,18947.3665,0,304,0,Asia
Pakistan,2018,212228288,3.14568E+11,1482.213067,1864.855,401.4530548,8.787023717,Asia
Papua New Guinea,2018,8606324,24109509853,2801.371393,56,0,6.506843107,Oceania
Peru,2018,31989265,2.22575E+11,6957.793411,0,253,0,SAM
Philippines,2018,106651394,3.46842E+11,3252.110274,3269,270.94,30.65126369,Asia
Poland,2018,37974750,5.87412E+11,15468.48222,6328.054,581.3794521,166.6384637,Europe
Portugal,2018,10283822,2.42195E+11,23551.04829,5868.459,330,570.6496087,Europe
Qatar,2018,2781682,1.83335E+11,65907.94844,0,429,0,Asia
Romania,2018,19473970,2.41457E+11,12398.98198,4418.258,253.9593973,226.8801893,Europe
Russia,2018,144477859,1.65733E+12,11471.16158,661.22,6551,4.576618207,Asia
Saudi Arabia,2018,33702757,7.86522E+11,23337.01755,0,2835,0,Asia
Singapore,2018,5638676,3.75982E+11,66679.04649,0,1514,0,Asia
Slovakia,2018,5446771,1.05561E+11,19380.51351,472,122,86.65684678,Europe
South Africa,2018,57792520,4.04842E+11,7005.095413,6494.929,520,112.3835576,Africa
Spain,2018,46797754,1.4203E+12,30349.7521,28169.055,1564.201918,601.9317722,Europe
Sweden,2018,10175214,5.55455E+11,54589.06039,7728,454,759.4926259,Europe
Switzerland,2018,8514329,7.35539E+11,86388.40495,2203,68,258.7402953,Europe
Thailand,2018,69428454,5.06611E+11,7296.879608,4064.82,1234.5,58.54688915,Asia
Trinidad and Tobago,2018,1389841,23679919655,17037.86236,0,165,0,NAM
Tunisia,2018,11565203,42570270107,3680.892597,244,0,21.09777061,Africa
Turkey,2018,82340090,7.78472E+11,9454.348443,13350.85,818,162.1427667,Europe
Turkmenistan,2018,5850902,40765428571,6967.375043,0,271.109589,0,Asia
Ukraine,2018,44622518,1.30891E+11,2933.295916,2623.458,250,58.79224476,Europe
United Arab Emirates,2018,9630966,4.22215E+11,43839.32449,498,1229,51.70820871,Asia
United Kingdom,2018,66460344,2.90079E+12,43646.95197,34840,1227.021918,524.2223844,Europe
United States,2018,326838199,2.06119E+13,63064.41841,148383.9,18808,453.9980347,NAM
Uruguay,2018,3449290,64515038268,18703.86029,1511,0,438.0611662,SAM
Uzbekistan,2018,32956100,52633143808,1597.068337,0,232,0,Asia
Venezuela,2018,28887117,0,0,0,1303,0,SAM
Vietnam,2018,95545959,2.45214E+11,2566.447487,104.992,367,1.098863846,Asia
Algeria,2019,43053054,1.71767E+11,3989.668276,423,657,9.825086973,Africa
Argentina,2019,44938712,4.51932E+11,10056.63794,2051.409,580,45.64903863,SAM
Australia,2019,25365745,1.39195E+12,54875.28596,20697.899,455.4,815.9783598,Oceania
Austria,2019,8879920,4.45012E+11,50114.40111,4926,192.7890411,554.7347273,Europe
Azerbaijan,2019,10024283,48174235294,4805.753718,0,120,0,Asia
Bahrain,2019,1641164,38652579787,23551.93009,0,260,0,Asia
Bangladesh,2019,163046173,3.02571E+11,1855.740094,0,43,0,Asia
Belarus,2019,9419758,64409647194,6837.717826,0,520,0,Europe
Belgium,2019,11488980,5.35289E+11,46591.49161,8500,776,739.8393939,Europe
Brazil,2019,211049519,1.87782E+12,8897.552966,20053,2290.164121,95.01561574,SAM
Bulgaria,2019,6975761,68915416142,9879.268533,1751,195,251.0120401,Europe
Canada,2019,37593384,1.74202E+12,46338.34096,16723,2054.14512,444.838911,NAM
Chile,2019,18952035,2.79385E+11,14741.7144,4214.774,258,222.3916323,SAM
China,2019,1407745000,1.42799E+13,10143.83817,414128.8,16199.19959,294.1788463,Asia
Colombia,2019,50339443,3.2343E+11,6424.979492,0,421,0,SAM
Costa Rica,2019,5047561,64072870932,12693.82796,672.78,0,133.2881366,NAM
Croatia,2019,4065253,62246206341,15311.7669,10,0,2.459871501,Europe
Curacao,2019,157441,3101787709,19701.27038,0,320,0,SAM
Czech Republic,2019,10671870,2.52498E+11,23660.14881,2089,174.7150685,195.7482616,Europe
Denmark,2019,5814422,3.47561E+11,59775.7351,7183,180.5479452,1235.376448,Europe
Ecuador,2019,17373657,1.08108E+11,6222.524653,0,175,0,SAM
Egypt,2019,100388076,3.03081E+11,3019.092283,3016.2,795,30.04540101,Africa
El Salvador,2019,6453550,26896660000,4167.730939,204.4,0,31.67249033,NAM
Ethiopia,2019,112078727,95912590628,855.7608852,7.3,0,0.065132788,Africa
Finland,2019,5521606,2.68508E+11,48628.64176,2281.55,261.0684932,413.2040569,Europe
France,2019,67248926,2.72887E+12,40578.64429,27237.9,1245.09589,405.0310038,Europe
Germany,2019,83092962,3.88833E+12,46794.89929,109806,2084.531507,1321.483762,Europe
Greece,2019,10721582,2.05144E+11,19133.75776,6423,528,599.0720399,Europe
Guatemala,2019,16604026,77020015201,4638.634943,52,0,3.131770572,NAM
Honduras,2019,9746115,24915522849,2556.456891,549,0,56.3301377,NAM
Hungary,2019,9771141,1.63526E+11,16735.65978,1400,165,143.2790705,Europe
Iceland,2019,360563,24857740445,68941.46223,756,0,2096.720961,Europe
India,2019,1366417756,2.8705E+12,2100.751461,72366.088,4994.094516,52.96044177,Asia
Indonesia,2019,270625567,1.11909E+12,4135.201531,2130.5,1110.645,7.872500827,Asia
Iran,2019,82913893,2.58245E+11,3114.622753,302.2,2495,3.644745037,Asia
Iraq,2019,39309789,2.35097E+11,5980.626918,0,919,0,Asia
Ireland,2019,4934340,3.99122E+11,80886.61574,4160,75,843.0712111,Europe
Israel,2019,9054000,3.97935E+11,43951.24773,1190,301,131.4336205,Asia
Italy,2019,59729081,2.00938E+12,33641.63375,32311,1900,540.9592691,Europe
Japan,2019,126264931,5.14878E+12,40777.6087,65837,3342.86,521.4195223,Asia
Jordan,2019,10101697,44502895915,4405.487109,1471,0,145.6190975,Asia
Kazakhstan,2019,18513673,1.81667E+11,9812.595808,0,400,0,Asia
Kenya,2019,52573967,1.00555E+11,1912.647867,824,0,15.67315626,Africa
South Korea,2019,25666158,0,0,12017.323,0,468.2166688,Asia
Kuwait,2019,4207077,1.36197E+11,32373.25112,0,736,0,Asia
Lithuania,2019,2794137,54697379017,19575.76848,0,240.9863014,0,Europe
Malaysia,2019,31949789,3.65276E+11,11432.823,882.015,625,27.6062856,Asia
Mexico,2019,127575529,1.26943E+12,9950.45008,11952.475,1558,93.68940183,NAM
Morocco,2019,36471766,1.1987E+11,3286.663967,1429.083,200.8219178,39.1832685,Africa
Netherlands,2019,17344874,9.10194E+11,52476.27325,11661,1291.25,672.3023759,Europe
New Zealand,2019,4979300,2.12891E+11,42755.21626,1641,135.605,329.5643966,Oceania
Nicaragua,2019,6545503,12611218627,1926.699694,153.24,0,23.41149336,NAM
Nigeria,2019,200963603,4.4812E+11,2229.858652,0,460,0,Africa
Norway,2019,5347896,4.04941E+11,75719.7529,2914,342,544.8871855,Europe
Oman,2019,4974992,88060858257,17700.70349,0,304,0,Asia
Pakistan,2019,216565317,2.79057E+11,1288.556325,1948.855,401.4530548,8.998924791,Asia
Papua New Guinea,2019,8776119,24751344552,2820.306397,56,0,6.380952674,Oceania
Peru,2019,32510462,2.28471E+11,7027.612207,0,253,0,SAM
Philippines,2019,108116622,3.76823E+11,3485.340844,3344.1,270.94,30.93048912,Asia
Poland,2019,37965475,5.97281E+11,15732.20313,7376.259,581.3794521,194.2886004,Europe
Portugal,2019,10286263,2.39987E+11,23330.81729,6153.1,330,598.186144,Europe
Qatar,2019,2832071,1.76371E+11,62276.42869,0,429,0,Asia
Romania,2019,19371648,2.49882E+11,12899.34611,4436,251.629863,228.9944562,Europe
Russia,2019,144406261,1.68745E+12,11685.42495,1239.72,6676,8.584946327,Asia
Saudi Arabia,2019,34268529,7.92967E+11,23139.79798,0,2905,0,Asia
Singapore,2019,5703569,3.74386E+11,65640.70795,0,1514,0,Asia
Slovakia,2019,5454147,1.05284E+11,19303.54566,590,122,108.1745688,Europe
South Africa,2019,58558267,3.87935E+11,6624.761865,6498.991,520,110.983322,Africa
Spain,2019,47133521,1.39305E+12,29555.3157,34556,1586.493151,733.1512534,Europe
Sweden,2019,10278887,5.3388E+11,51939.42974,9395,454,914.0094643,Europe
Switzerland,2019,8575280,7.31767E+11,85334.51946,2589,68,301.9143398,Europe
Thailand,2019,69625581,5.44264E+11,7817.009671,4489.82,1234.5,64.48520695,Asia
Trinidad and Tobago,2019,1394969,23208326548,16637.16294,0,165,0,NAM
Tunisia,2019,11694721,41804581484,3574.654024,244,0,20.86411467,Africa
Turkey,2019,83429607,7.61004E+11,9121.515167,15100.85,822,181.0010923,Europe
Turkmenistan,2019,5942094,45231428571,7612.03518,0,271.109589,0,Asia
Ukraine,2019,44386203,1.53883E+11,3466.910247,7193.458,250,162.0651805,Europe
United Arab Emirates,2019,9770526,4.17216E+11,42701.44305,1818,1307,186.0698186,Asia
United Kingdom,2019,66836327,2.87867E+12,43070.49836,37441,1227.021918,560.1893713,Europe
United States,2019,328329953,2.14332E+13,65279.52903,165050.3,18974,502.6964445,NAM
Uruguay,2019,3461731,61231149881,17688.01501,1514,0,437.3534512,SAM
Uzbekistan,2019,33580350,59907674027,1784.009816,0,232,0,Asia
Venezuela,2019,28515829,0,0,0,1303,0,SAM
Vietnam,2019,96462108,2.61921E+11,2715.27598,4898.14,367,50.77786606,Asia
Algeria,2020,43851043,1.45009E+11,3306.858208,423,657,9.646292792,Africa
Argentina,2020,45376763,3.89288E+11,8579.017773,3388,580,74.66376568,SAM
Australia,2020,25687041,1.32784E+12,51692.84275,27082,455.95,1054.305944,Oceania
Austria,2020,8917205,4.33258E+11,48586.80132,5444,192.7890411,610.5051975,Europe
Azerbaijan,2020,10093121,42607176471,4221.407478,0,120,0,Asia
Bahrain,2020,1701583,34729228723,20409.9528,0,260,0,Asia
Bangladesh,2020,164689383,3.23057E+11,1961.613749,0,48,0,Asia
Belarus,2020,9379952,60258239056,6424.152176,0,520,0,Europe
Belgium,2020,11555997,5.21861E+11,45159.34822,10338,776,894.6004399,Europe
Brazil,2020,212559409,1.44473E+12,6796.844542,25079,2290.164121,117.985838,SAM
Bulgaria,2020,6934015,69889347433,10079.20338,1776,195,256.1286643,Europe
Canada,2020,38005238,1.64542E+12,43294.64816,16902,2065.13342,444.7281714,NAM
Chile,2020,19116209,2.5294E+11,13231.70421,5295,258,276.9900664,SAM
China,2020,1410929362,1.47227E+13,10434.77519,535853,16691.41411,379.7872625,Asia
Colombia,2020,50882884,2.71438E+11,5334.556042,0,421,0,SAM
Costa Rica,2020,5094114,61846895121,12140.85415,656,0,128.7760737,NAM
Croatia,2020,4047200,57203783203,14134.16268,10,0,2.47084404,Europe
Curacao,2020,155014,2595821709,16745.72431,0,320,0,SAM
Czech Republic,2020,10698896,2.45339E+11,22931.2746,2073,174.7150685,193.7583093,Europe
Denmark,2020,5831404,3.56085E+11,61063.31643,7535,180.5479452,1292.141652,Europe
Ecuador,2020,17643060,98808010000,5600.389615,0,175,0,SAM
Egypt,2020,102334403,3.65253E+11,3569.206841,3048,795,29.78470495,Africa
El Salvador,2020,6486201,24638720000,3798.636521,204,0,31.45138425,NAM
Ethiopia,2020,114963583,1.07645E+11,936.3404611,7,0,0.060888847,Africa
Finland,2020,5530719,2.69595E+11,48744.98813,2474,261.0684932,447.3197789,Europe
France,2020,67391582,2.63032E+12,39030.36037,29122,1245.09589,432.1311228,Europe
Germany,2020,83240525,3.84641E+12,46208.42947,116005,2084.531507,1393.612066,Europe
Greece,2020,10715549,1.88835E+11,17622.541,7360,528,686.8523489,Europe
Guatemala,2020,16858333,77604632171,4603.339617,49,0,2.906574452,NAM
Honduras,2020,9904608,23662231634,2389.012431,553,0,55.83259832,NAM
Hungary,2020,9749763,1.55808E+11,15980.74089,1953,165,200.3125614,Europe
Iceland,2020,366425,21718075725,59270.18005,756,0,2063.178004,Europe
India,2020,1380004385,2.66025E+12,1927.707823,77542,5017.739677,56.18967653,Asia
Indonesia,2020,273523621,1.05842E+12,3869.588427,2131,1126.536582,7.790917626,Asia
Iran,2020,83992953,2.03471E+11,2422.480657,303,2475,3.607445496,Asia
Iraq,2020,40222503,1.66757E+11,4145.862936,0,919,0,Asia
Ireland,2020,4994724,4.25889E+11,85267.76474,4300,75,860.9084306,Europe
Israel,2020,9216900,4.07101E+11,44168.94364,1190,301,129.1106554,Asia
Italy,2020,59554023,1.88871E+12,31714.22095,33230,1900,557.9807765,Europe
Japan,2020,125836021,5.05776E+12,40193.25244,71731,3284.91,570.0355068,Asia
Jordan,2020,10203140,43697659296,4282.765825,1874,0,183.668949,Asia
Kazakhstan,2020,18754440,1.71082E+11,9122.23343,0,400,0,Asia
Kenya,2020,53771300,1.01014E+11,1878.580703,824,0,15.32415991,Africa
South Korea,2020,25778815,0,0,16211,0,628.8496969,Asia
Kuwait,2020,4270563,1.0596E+11,24811.76971,0,800,0,Asia
Lithuania,2020,2794700,56546957475,20233.64135,0,240.9863014,0,Europe
Malaysia,2020,32365998,3.37006E+11,10412.34898,1493,955,46.12865638,Asia
Mexico,2020,128932753,1.07392E+12,8329.271313,14664,1558,113.7337074,NAM
Morocco,2020,36910558,1.14725E+11,3108.19103,1609,200,43.59186334,Africa
Netherlands,2020,17441139,9.13865E+11,52397.11671,16813,1228.5,963.9852076,Europe
New Zealand,2020,5084300,2.10701E+11,41441.46667,1768,135.605,347.7371516,Oceania
Nicaragua,2020,6624554,12621505383,1905.261152,153,0,23.09589446,NAM
Nigeria,2020,206139587,4.32294E+11,2097.092473,0,460,0,Africa
Norway,2020,5379475,3.62198E+11,67329.67779,3977,342,739.2914736,Europe
Oman,2020,5106622,73971391417,14485.38612,0,304,0,Asia
Pakistan,2020,220892331,2.6261E+11,1188.859757,1973,411.4530548,8.931953369,Asia
Papua New Guinea,2020,8947027,24668899683,2757.21753,56,0,6.259062368,Oceania
Peru,2020,32971846,2.02014E+11,6126.87454,0,253,0,SAM
Philippines,2020,109581085,3.61489E+11,3298.829586,3419,180,31.20064015,Asia
Poland,2020,37950802,5.96624E+11,15720.99466,10203,581.3794521,268.8480734,Europe
Portugal,2020,10305564,2.28539E+11,22176.29671,6293,330,610.6410091,Europe
